start_time:2016-12-04 17:05:40,device_id:00000001,cmd_cnt:35
_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0100,_0101,_0102,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-04 17:06:00,1,113.34046-E,23.14896-N,59.7m,1.7,1.1,1.3,0.000,0.000,2016-12-04,09:06:28,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,err,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:01,1,113.34046-E,23.14896-N,59.7m,1.7,1.1,1.3,0.000,0.000,2016-12-04,09:06:29,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247fee6999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:02,1,113.34046-E,23.14896-N,59.7m,1.7,1.1,1.3,0.000,0.000,2016-12-04,09:06:30,14,12,11,3,4100be1fa813,410100072100,err,41030100,err,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff2698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,err
2016-12-04 17:06:03,1,113.34046-E,23.14896-N,59.7m,1.7,1.1,1.3,0.000,0.000,2016-12-04,09:06:31,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff2698f,412e00,err,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:04,1,113.34046-E,23.14896-N,59.7m,1.7,1.1,1.3,0.000,0.000,2016-12-04,09:06:32,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,err,411130,411500ff,411f0000,41210000,41247ff2698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,err,414928,414a51,414c29,414d0000,err
2016-12-04 17:06:05,0,113.34046-E,23.14896-N,0.0m,1.8,1.1,1.4,0.000,0.000,2016-12-04,09:06:33,06,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,err,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,err,411f0000,41210000,41247ff26999,err,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:06,1,113.34046-E,23.14896-N,59.7m,1.8,1.1,1.4,0.000,0.000,2016-12-04,09:06:34,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:07,1,113.34046-E,23.14896-N,59.7m,1.8,1.1,1.3,0.000,0.000,2016-12-04,09:06:35,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff069a3,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,err,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:08,1,113.34046-E,23.14896-N,59.7m,1.8,1.1,1.4,0.000,0.000,2016-12-04,09:06:36,14,12,11,3,4100be1fa813,410100072100,err,41030100,err,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff56999,412e00,4130ff,err,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:09,1,113.34046-E,23.14896-N,59.7m,1.9,1.1,1.5,0.000,0.000,2016-12-04,09:06:37,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,err,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff0698f,412e00,4130ff,41314129,41335d,41347ff08000,err,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:10,1,113.34046-E,23.14896-N,59.7m,1.8,1.1,1.4,0.000,0.000,2016-12-04,09:06:38,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,err,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,err
2016-12-04 17:06:11,1,113.34046-E,23.14896-N,59.7m,2.0,1.1,1.6,0.000,0.000,2016-12-04,09:06:39,14,12,11,3,4100be1fa813,410100072100,err,41030100,err,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247fee698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,err,414c29,414d0000,414e7cc3
2016-12-04 17:06:12,1,113.34046-E,23.14896-N,59.7m,1.9,1.1,1.5,0.000,0.000,2016-12-04,09:06:40,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff2698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,err,41430000,414453cd,414500,414783,414928,414a51,414c29,err,414e7cc3
2016-12-04 17:06:13,1,113.34046-E,23.14896-N,59.7m,2.0,1.2,1.6,0.000,0.000,2016-12-04,09:06:41,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247fee698f,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:14,1,113.34046-E,23.14896-N,59.7m,2.1,1.3,1.7,0.000,0.000,2016-12-04,09:06:42,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,err,41100011,411130,411500ff,411f0000,41210000,41247fee6999,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,err,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:15,1,113.34046-E,23.14896-N,59.7m,2.1,1.3,1.7,0.000,0.000,2016-12-04,09:06:43,14,12,11,3,4100be1fa813,err,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,err,41210000,41247fee6999,412e00,4130ff,err,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,err,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:16,1,113.34046-E,23.14896-N,59.7m,2.1,1.3,1.7,0.000,0.000,2016-12-04,09:06:44,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,err,err,411f0000,41210000,41247ff2698f,412e00,4130ff,41314129,err,41347ff28000,413c05ab,413e02f9,err,41430000,414453cd,414500,err,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:17,1,113.34046-E,23.14896-N,59.7m,1.9,1.2,1.6,0.000,0.000,2016-12-04,09:06:45,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247fee6999,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:18,1,113.34046-E,23.14896-N,59.7m,2.0,1.2,1.6,0.000,0.000,2016-12-04,09:06:46,13,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,err,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,err,411f0000,41210000,41247ff06999,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,err,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:19,1,113.34046-E,23.14896-N,59.7m,1.9,1.1,1.5,0.000,0.000,2016-12-04,09:06:47,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,err,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26985,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,err,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:20,1,113.34046-E,23.14896-N,59.7m,1.9,1.1,1.5,0.000,0.000,2016-12-04,09:06:48,14,12,11,3,4100be1fa813,err,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff2698f,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:21,1,113.34046-E,23.14896-N,59.7m,1.9,1.1,1.5,0.000,0.000,2016-12-04,09:06:49,14,12,11,3,4100be1fa813,err,err,41030100,err,41054b,410680,41077f,err,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,err,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:22,1,113.34046-E,23.14896-N,59.7m,2.0,1.2,1.6,0.000,0.000,2016-12-04,09:06:50,13,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247fee6985,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,err,41430000,414453cd,err,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:23,1,113.34046-E,23.14896-N,59.7m,2.0,1.2,1.6,0.000,0.000,2016-12-04,09:06:51,13,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,err,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,err,414c29,414d0000,414e7cc3
2016-12-04 17:06:24,1,113.34044-E,23.14896-N,41.0m,1.7,1.0,1.4,0.000,0.000,2016-12-04,09:06:52,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,err,412e00,4130ff,41314129,err,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:25,1,113.34044-E,23.14896-N,41.0m,1.7,1.0,1.4,0.000,0.000,2016-12-04,09:06:53,14,12,11,3,4100be1fa813,410100072100,err,err,410400,41054b,410680,41077f,410c0000,err,410e8a,410f53,41100012,411130,411500ff,411f0000,41210000,41247ff26985,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,err,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:26,1,0.00000-1,23.14896-E,41.0m,1.7,1.0,1.4,0.000,0.000,2000-00-00,09:06:54,14,12,11,3,4100be1fa813,410100072100,err,41030100,err,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff5698f,err,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:27,1,113.34044-E,23.14896-N,41.0m,1.7,1.0,1.4,0.000,0.000,2016-12-04,09:06:55,14,12,11,3,err,410100072100,err,41030100,410400,41054b,err,41077f,410c0000,410d00,410e8a,410f53,41100011,err,411500ff,411f0000,41210000,41247fee6999,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,err,414a51,414c29,414d0000,err
2016-12-04 17:06:28,1,113.34044-E,23.14896-N,41.0m,1.7,1.0,1.4,0.000,0.000,2016-12-04,09:06:56,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,err,41077f,err,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff56999,412e00,4130ff,41314129,41335d,41347ff58000,413c05ab,413e02f9,41422ec4,41430000,414453cd,err,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:29,0,113.34044-E,23.14896-N,0.0m,1.6,0.9,1.4,0.000,0.000,2016-12-04,09:06:57,06,12,11,3,4100be1fa813,410100072100,err,41030100,err,41054b,410680,err,410c0000,410d00,410e8a,410f53,41100012,411130,411500ff,411f0000,err,41247fee6999,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,err,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:30,0,113.34044-E,23.14896-N,0.0m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:06:58,00,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,err,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,err,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,err
2016-12-04 17:06:31,1,113.34044-E,23.14896-N,39.9m,1.6,0.9,1.4,0.000,0.000,2016-12-04,09:06:59,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,err,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,err,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:32,1,113.34044-E,23.14896-N,39.9m,1.6,0.9,1.4,0.000,0.000,2016-12-04,09:07:00,14,12,11,3,err,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,err,41247ff2698f,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:33,1,113.34044-E,23.14896-N,39.9m,1.8,1.0,1.5,0.000,0.000,2016-12-04,09:07:01,14,12,11,3,4100be1fa813,err,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,err,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,err,41422ec4,41430000,err,414500,414783,414928,414a51,414c29,414d0000,err
2016-12-04 17:06:34,1,113.34044-E,23.14896-N,39.9m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:02,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,err,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,err,414453cd,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:35,1,113.34044-E,23.14896-N,39.9m,1.6,0.9,1.4,0.000,0.000,2016-12-04,09:07:03,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,err,411500ff,411f0000,41210000,41247ff0698f,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,err,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:36,1,113.34044-E,23.14896-N,39.9m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:04,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,err,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,414d0000,err
2016-12-04 17:06:37,1,113.34044-E,23.14896-N,39.9m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:05,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,err,411130,411500ff,411f0000,41210000,41247ff069a3,412e00,4130ff,41314129,41335d,41347ff58000,413c05ab,413e02f9,41422ec4,41430000,414453b1,414500,err,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:38,1,113.34044-E,23.14896-N,39.9m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:06,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100012,411130,411500ff,411f0000,err,41247ff5698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453cd,414500,414783,414928,414a51,414c29,err,414e7cc3
2016-12-04 17:06:39,1,113.34044-E,23.14896-N,39.9m,1.9,1.3,1.4,0.000,0.000,2016-12-04,09:07:07,14,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247fee698f,412e00,4130ff,41314129,41335d,err,413c05ab,413e02f9,41422ec4,41430000,414453b1,414500,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:40,1,113.34044-E,23.14896-N,39.9m,2.1,1.5,1.4,0.000,0.000,2016-12-04,09:07:08,15,12,11,3,4100be1fa813,410100072100,err,err,410400,41054b,410680,41077f,410c0000,410d00,err,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff5698f,err,4130ff,41314129,41335d,err,413c05ab,413e02f9,41422ec4,41430000,414453b1,414500,414783,err,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:41,1,113.34044-E,23.14896-N,38.4m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:09,15,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,err,41247ff26999,412e00,4130ff,41314129,err,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453b1,err,414783,414928,414a51,414c29,414d0000,414e7cc3
2016-12-04 17:06:42,1,113.34044-E,23.14896-N,38.4m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:10,16,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff5698f,412e00,4130ff,41314129,41335d,41347ff58000,413c05ab,413e02f9,41422ec4,41430000,414453b1,414500,414783,err,414a51,414c29,414d0000,414e7cc4
2016-12-04 17:06:43,1,113.34044-E,23.14896-N,38.2m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:11,15,12,11,3,4100be1fa813,err,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,err,41210000,41247ff5698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422ec4,41430000,414453b1,414500,414783,414928,414a51,err,414d0000,414e7cc4
2016-12-04 17:06:44,16,113.34044-E,23.14896-N,-5.0m,1.5,0.9,1.2,0.000,0.000,2016-12-04,09:07:12,26,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff0698f,412e00,4130ff,41314129,41335d,err,413c05ab,413e02f9,41422ec4,41430000,414453b1,414500,414783,414928,414a51,414c29,414d0000,414e7cc4
2016-12-04 17:06:45,1,113.34044-E,23.14896-N,38.2m,1.9,1.2,1.4,0.000,0.000,2016-12-04,09:07:13,16,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,err,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff26999,412e00,4130ff,41314129,41335d,err,413c05ab,413e02f9,41422ec4,41430000,414453b1,414500,414783,414928,414a51,414c29,414d0000,414e7cc4
2016-12-04 17:06:46,1,113.34044-E,23.14896-N,38.0m,1.4,0.9,1.1,0.000,0.000,2016-12-04,09:07:14,16,12,11,3,err,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff0698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,err,41430000,414453b1,414500,414783,414928,414a51,414c29,414d0000,414e7cc4
2016-12-04 17:06:47,1,113.34044-E,23.14896-N,38.0m,1.5,0.9,1.1,0.000,0.000,2016-12-04,09:07:15,16,12,11,3,4100be1fa813,410100072100,err,41030100,410400,41054b,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff06999,412e00,4130ff,41314129,41335d,41347fee8000,413c05ab,err,41422ec4,41430000,414453b1,414500,414783,414928,414a51,414c29,414d0000,414e7cc4
