start_time:2016-12-07 14:17:46,device_id:00000001,cmd_cnt:32
_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-07 14:17:56,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-07,06:17:50,00,00,00,1,41030200,410465,410556,41067e,err,410c11b6,410d00,410e9a,410f4d,41100181,411134,411500ff,411f000c,41210000,4124802069d5,412e00,4130ff,41314184,41335d,413480238001,413c0476,413e033f,414235a2,41430031,41448000,414503,414788,414928,414a51,414c34,414d0000,414e7d6f
2016-12-07 14:17:57,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-07,06:17:51,00,06,08,1,41030200,410464,410557,41067f,41077a,err,410d00,410e9f,410f4c,4110016f,411134,411500ff,411f000d,err,41247eb967af,412e00,4130ff,41314184,err,41347e6a7ff5,413c049c,413e033f,414232bc,err,41448000,414503,414788,414928,414a51,414c34,414d0000,err
2016-12-07 14:17:58,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-07,06:17:52,00,06,08,1,41030200,41047b,410557,41067f,41077a,410c0df3,410d00,410ea5,410f4c,41100151,err,411500ff,411f000e,41210000,41247a5d60c5,err,4130ff,41314184,41335d,413478e27fc8,err,413e0340,4142357b,4143003d,41448000,err,414788,414928,414a51,414c34,err,414e7d6f
2016-12-07 14:17:59,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-07,06:17:53,00,06,08,1,41030200,41047a,410557,41067d,41077a,410c0d1f,410d00,410ea5,410f4c,41100165,411134,411500ff,411f000f,41210000,41247ac96241,412e00,err,41314184,41335d,41347c3b7fe8,413c04e9,err,41423567,4143003c,41448000,414503,414787,414928,414a51,414c34,414d0000,414e7d6f
2016-12-07 14:18:00,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-07,06:17:54,00,07,09,1,41030200,41047c,410558,41067f,41077a,410c0cd1,err,410ea2,410f4c,41100165,411134,411500ff,411f0010,41210000,4124815e6b33,412e00,4130ff,41314184,41335d,413481608008,413c050e,413e0340,41423567,4143003e,err,414503,414787,414928,err,414c34,414d0000,414e7d6f
2016-12-07 14:18:01,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-07,06:17:55,00,07,09,1,41030200,41047a,err,410681,41077a,410c0cab,err,410e9c,410f4c,41100161,411134,411500ff,411f0011,err,4124815e6b33,412e00,4130ff,41314184,41335d,413481538007,413c0532,err,4142357b,4143003f,41447ff2,414503,err,414928,414a51,414c34,414d0000,err
2016-12-07 14:18:02,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-07,06:17:56,00,07,09,1,41030200,41047b,410558,410682,41077a,410c0d00,410d04,410e96,410f4c,4110016f,411134,err,411f0012,41210000,412482196bf1,412e00,4130ff,41314184,err,41348219800d,413c0556,413e0341,err,4143003d,41447ff2,414503,414788,err,414a51,414c34,414d0000,414e7d6f
2016-12-07 14:18:03,0,0.00000-E,0.00000-N,0.0m,99.9,99.9,99.9,0.000,0.000,2016-12-07,06:17:57,00,08,09,1,41030200,410479,410558,410684,41077a,err,410d06,410e91,410f4c,4110015c,411134,411500ff,err,41210000,412481d06ba1,412e00,err,41314184,41335d,413481ba800a,413c0579,413e0342,41423567,4143003d,41447ff2,414503,err,414928,414a51,414c34,err,414e7d6f
2016-12-07 14:18:05,1,113.34240-E,23.17253-N,5.1m,99.9,99.9,99.9,0.000,0.000,2016-12-07,06:17:58,04,08,09,1,41030200,410475,410558,err,41077a,410c0d6d,410d06,410e96,410f4c,4110015c,err,411500ff,411f0015,41210000,41247f016813,412e00,4130ff,41314184,41335d,41347efb7ff8,413c059c,413e0343,4142357b,4143003b,41447ff2,414503,414787,414929,414a53,414c34,414d0000,414e7d6f
2016-12-07 14:18:05,0,113.34240-E,23.17253-N,5.1m,99.9,99.9,99.9,0.000,0.000,2016-12-07,06:17:59,00,08,09,1,41030200,410474,410558,410685,41077a,410c0d7d,410d06,410e93,410f4c,4110015a,411134,411500ff,411f0015,41210000,41247e7c6755,err,4130ff,41314184,41335d,41347e807ff6,413c05bf,413e0343,4142358e,4143003a,41447ff2,err,414787,err,414a54,414c34,414d0000,414e7d6f
