start_time:2016-12-08 11:44:58,device_id:00000001,cmd_cnt:32
_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-08 11:45:08,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2006-06-28,11:59:53,00,00,00,1,41030200,410488,41053e,41067e,41077d,410c0fde,410d07,410e9b,err,41100224,411136,411500ff,err,41210000,41247e3c6705,412e00,4130ff,4131418a,41335d,41347e457ff4,413c068d,413e026c,err,4143004e,41447ff2,414505,41478a,414928,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:09,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2006-06-28,11:59:54,00,04,05,1,41030200,410488,41053f,err,41077d,410c101d,410d07,err,410f3d,41100224,411136,411500ff,err,41210000,41247f246845,412e00,4130ff,4131418a,41335d,41347f247ff9,413c06c6,413e026f,41423652,4143004b,41447ff2,414505,41478a,414928,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:10,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2006-06-28,11:59:55,00,04,05,1,41030200,410487,41053f,41067c,41077d,410c104b,410d07,410e97,410f3d,4110022c,411136,411500ff,411f0018,41210000,41247f8b68f9,412e00,err,4131418a,41335d,41347ff98000,413c06ff,err,41423652,4143004a,41447ff2,414505,err,414928,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:11,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2006-06-28,11:59:56,00,04,05,1,41030200,410485,41053f,41067c,41077d,410c105b,410d09,410e99,410f3d,41100224,411136,411500ff,411f0019,41210000,4124803269fd,412e00,err,4131418a,41335d,413481078005,413c0737,err,4142363e,4143004a,41447ff2,414505,err,414928,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:12,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2006-06-28,11:59:57,00,05,05,1,41030200,410488,err,41067d,41077d,410c101d,err,410e99,410f3d,4110023d,411136,411500ff,411f001b,err,4124805c69c1,412e00,4130ff,4131418a,err,41347ff58000,413c076e,413e0279,4142362b,err,41447ff2,414506,41478a,414928,414a51,414c36,414d0000,err
2016-12-08 11:45:13,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2006-06-28,11:59:58,00,05,05,1,41030200,41048c,41053f,41067e,41077d,410c106e,410d07,410e94,410f3d,41100243,411136,411500ff,411f001b,41210000,412480a46a39,err,4130ff,4131418a,41335d,4134809b8002,err,413e027d,41423665,4143004e,41447ff2,err,41478a,414928,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:14,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-08,03:44:58,00,05,05,1,41030200,41048a,410540,41067e,41077d,410c108d,410d07,410e91,410f3d,4110023d,411136,411500ff,411f001c,41210000,41247fcd6921,412e00,err,4131418a,41335d,41347fb57ffd,413c07dc,413e0282,41423652,err,41447ff2,414505,41478a,err,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:15,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-08,03:44:59,00,05,05,1,41030200,410488,410540,41067d,41077d,410c1071,410d08,err,410f3d,41100242,411136,411500ff,411f001d,41210000,err,412e00,4130ff,4131418a,41335d,41347f247ffa,413c0813,413e0286,err,4143004f,41447ff2,414505,41478a,err,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:16,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-08,03:45:00,00,05,05,1,41030200,410489,410541,41067d,41077d,err,410d07,410e90,410f3d,err,411136,411500ff,411f001e,41210000,err,412e00,4130ff,4131418a,41335d,413480787fff,413c0849,413e028b,41423652,4143004f,41447ff2,414506,41478b,414928,414a51,414c36,414d0000,414e7d87
2016-12-08 11:45:17,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-08,03:45:01,00,05,05,1,41030200,41048a,410541,41067e,41077d,410c1084,410d07,410e8e,410f3d,41100258,411136,411500ff,411f001f,41210000,412480e669c1,412e00,4130ff,4131418a,41335d,413480f38001,413c0849,413e028b,err,4143004b,41447ff2,414505,41478a,414928,414a51,err,414d0000,414e7d87
2016-12-08 11:45:18,0,0.00000-E,0.00000-N,0.0m,0.0,0.0,0.0,0.000,0.000,2016-12-08,03:45:02,00,05,06,1,41030200,err,410541,41067d,41077d,410c10fa,410d08,410e8e,410f3d,41100242,411136,411500ff,411f0020,41210000,41247eee66fb,412e00,err,4131418a,41335d,41347ea77ff1,413c08b5,413e0295,41423652,4143004c,41447ff2,414506,41478a,414928,414a51,414c36,414d0000,414e7d87
