start_time:2016-12-04 17:29:44,device_id:00000001,cmd_cnt:32
_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-04 17:29:58,0,113.34056-E,23.14921-N,27.2m,0.0,0.0,0.0,0.000,0.000,2016-12-04,09:30:14,00,12,11,1,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff06999,err,4130ff,41314129,41335d,err,413c05ab,413e02f9,41422eb1,41430000,414451d1,414500,414783,414928,414a51,414c29,err,414e7cda
2016-12-04 17:29:59,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:27,08,12,11,3,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff0698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422eb1,41430000,414451d1,414500,414783,414928,414a51,414c29,414d0000,414e7cda
2016-12-04 17:30:00,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:28,08,12,11,3,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,err,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422e9d,41430000,414451d1,414500,414783,414928,414a51,414c29,414d0000,414e7cda
2016-12-04 17:30:01,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:29,08,12,11,3,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff06999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,err,41422eb1,41430000,414451d1,414500,414783,414928,414a51,414c29,414d0000,414e7cdb
2016-12-04 17:30:02,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:30,08,12,11,3,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff2698f,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422eb1,41430000,414451d1,414500,414783,414928,414a51,414c29,414d0000,414e7cdb
2016-12-04 17:30:03,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:31,08,12,11,3,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,err,41247fee698f,412e00,4130ff,41314129,41335d,41347ff08000,413c05ab,413e02f9,41422eb1,41430000,414451d1,414500,414783,err,414a51,414c29,414d0000,414e7cdb
2016-12-04 17:30:04,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:32,08,12,11,3,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff06985,412e00,4130ff,41314129,41335d,41347fee8000,err,413e02f9,41422e9d,41430000,414451d1,414500,414783,414928,414a51,414c29,414d0000,414e7cdb
2016-12-04 17:30:05,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:33,08,12,11,3,41030100,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,err,411130,411500ff,411f0000,41210000,41247fee6999,412e00,4130ff,41314129,41335d,41347ff28000,413c05ab,413e02f9,41422eb1,41430000,414451d1,414500,err,414928,414a51,414c29,414d0000,414e7cdb
2016-12-04 17:30:06,1,113.34025-E,23.14906-N,-6.4m,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:34,08,12,11,3,err,410400,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247ff2698f,412e00,4130ff,41314129,41335d,41347ff28000,err,413e02f9,41422eb1,41430000,414451d1,414500,414783,414928,414a51,414c29,414d0000,414e7cdb
2016-12-04 17:30:07,1,113.34025-E,23.14907-N,-6.8m,3.7,1.5,3.4,0.000,0.000,2016-12-04,09:30:35,09,12,11,3,41030100,err,410549,410680,41077f,410c0000,410d00,410e8a,410f53,41100011,411130,411500ff,411f0000,41210000,41247fee6999,412e00,4130ff,41314129,err,41347fee8000,413c05ab,413e02f9,41422eb1,41430000,414451d1,414500,414783,414928,414a51,414c29,414d0000,414e7cdb
