start_time:2016-12-07 15:43:55,device_id:00000001,cmd_cnt:32
_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-07 15:44:05,1,113.33903-E,23.15799-N,60.8m,1.5,0.7,1.4,0.000,0.000,2016-12-07,07:43:58,16,00,00,3,41030200,41046c,410576,41067d,410780,410c09c7,410d00,410e9a,410f52,411000d9,411131,411500ff,411f000d,41210000,41247c9764d5,412e00,4130ff,41314188,41335d,41347c957fe9,err,413e0401,414234b8,41430031,41448000,err,414784,414928,414a51,414c31,414d0000,414e7d7f
2016-12-07 15:44:06,1,113.33903-E,23.15799-N,59.0m,1.6,0.7,1.4,0.000,0.000,2016-12-07,07:43:59,15,13,11,3,41030200,41046c,410577,41067d,410780,410c0982,410d00,410e99,410f52,411000d2,411131,err,411f000f,41210000,41247db8666f,412e00,err,41314188,41335d,41347e1d7ff1,413c04f2,413e0401,414234a4,41430032,err,414500,err,414928,414a51,414c31,414d0000,414e7d7f
2016-12-07 15:44:07,1,113.33903-E,23.15799-N,57.6m,1.6,0.7,1.4,0.000,0.000,2016-12-07,07:44:00,15,13,11,3,41030200,41046d,410577,41067d,410780,410c095c,410d00,410e9a,410f52,411000d1,411131,411500ff,411f000f,41210000,41247ebb6741,412e00,4130ff,41314188,41335d,41347eb77ff5,413c0506,413e0401,41423469,err,41447ff2,414500,414784,414928,414a51,414c31,414d0000,err
2016-12-07 15:44:08,1,113.33903-E,23.15799-N,56.3m,1.6,0.7,1.4,0.000,0.000,2016-12-07,07:44:01,15,13,11,3,41030200,41046d,410577,41067c,410780,410c0934,410d00,410e98,err,411000ce,411131,411500ff,411f0010,41210000,41247ef0679b,err,4130ff,41314188,41335d,err,413c0519,413e0401,41423469,41430032,41447ff2,414500,414784,err,414a51,414c31,414d0000,414e7d7f
2016-12-07 15:44:09,1,113.33903-E,23.15799-N,56.3m,1.5,0.7,1.4,0.000,0.000,2016-12-07,07:44:02,16,13,11,3,41030200,41046e,410577,41067c,410780,410c08f5,410d00,410e94,410f52,411000cf,411131,411500ff,411f0011,41210000,41247fe56903,412e00,4130ff,41314188,41335d,41347fe77ffe,413c052c,413e0401,41423469,41430034,41447ff2,414500,414784,414928,414a51,414c31,414d0000,414e7d7f
2016-12-07 15:44:10,1,113.33903-E,23.15799-N,56.3m,1.6,0.7,1.4,0.000,0.000,2016-12-07,07:44:03,15,13,11,3,41030200,41046e,410577,41067d,410780,410c0921,err,410e92,410f52,411000d1,411131,411500ff,411f0012,err,412481406ab1,412e00,4130ff,err,41335d,413481638006,413c053e,413e0401,err,41430033,41447ff2,414500,414784,414928,414a51,414c31,err,414e7d7f
2016-12-07 15:44:11,1,113.33903-E,23.15799-N,56.3m,1.6,0.7,1.4,0.000,0.000,2016-12-07,07:44:04,15,13,11,3,41030200,41046f,410577,41067e,410780,410c092a,410d00,410e91,410f52,411000d2,411131,411500ff,411f0013,41210000,412481af6b3d,412e00,4130ff,41314188,41335d,413481b18007,err,413e0401,4142347d,41430034,41447ff2,414501,414784,err,414a51,414c31,414d0000,414e7d7f
2016-12-07 15:44:12,1,113.33903-E,23.15799-N,56.3m,1.6,0.7,1.4,0.000,0.000,2016-12-07,07:44:05,15,13,11,3,41030200,41046f,410578,41067f,410780,410c0947,410d00,410e8f,410f52,411000d4,411131,411500ff,411f0014,41210000,412481f36b8d,412e00,4130ff,41314188,41335d,413481ed8008,err,413e0401,414234a4,41430033,41447ff2,414501,414784,414928,err,414c31,414d0000,414e7d7f
2016-12-07 15:44:13,1,113.33903-E,23.15799-N,56.3m,1.5,0.7,1.4,0.000,0.000,2016-12-07,07:44:06,16,13,11,3,41030200,41046f,410578,410680,410780,410c094d,410d00,410e8f,410f52,411000d4,411131,411500ff,411f0015,41210000,412480c36a1b,412e00,4130ff,41314188,41335d,413480c08003,413c0572,err,41423469,41430033,41447ff2,err,414784,414928,414a51,err,414d0000,414e7d7f
2016-12-07 15:44:14,1,113.33903-E,23.15799-N,56.3m,1.6,0.7,1.4,0.000,0.000,2016-12-07,07:44:07,15,13,11,3,41030200,41046f,410578,410680,410780,410c094a,410d00,410e8e,410f52,err,411131,411500ff,411f0016,41210000,412481466acf,412e00,4130ff,err,41335d,413481218004,413c0583,413e0402,4142347d,41430033,41447ff2,414501,414784,414928,414a51,414c31,414d0000,err
2016-12-07 15:44:15,1,113.33903-E,23.15799-N,56.3m,1.5,0.7,1.4,0.000,0.000,2016-12-07,07:44:08,16,13,11,3,41030200,41046f,410578,410681,410780,410c094d,410d00,err,410f52,411000d6,411131,411500ff,411f0017,41210000,412480486985,err,4130ff,41314188,41335d,413480598000,413c0594,413e0402,414234a4,41430032,41447ff2,414501,414784,414928,414a51,414c31,414d0000,414e7d7f
2016-12-07 15:44:16,1,113.33903-E,23.15799-N,56.3m,1.5,0.7,1.4,0.000,0.000,2016-12-07,07:44:09,16,13,11,3,41030200,41046f,410578,410681,410780,410c093d,410d00,410e8f,410f52,411000d4,411131,411500ff,411f0018,41210000,4124800f6935,412e00,4130ff,41314188,41335d,4134800a7fff,413c05a5,413e0403,err,41430032,41447ff2,414501,414784,err,414a51,414c31,414d0000,414e7d7f
