start_time:2016-12-10 08:03:43,device_id:00000001,cmd_cnt:32
_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-10 08:03:53,1,113.50207-E,22.97058-N,14.6m,1.1,0.6,0.9,4.400,0.000,2016-12-10,00:03:16,22,11,12,3,41030200,410465,410586,410681,41077b,410c0b70,410d04,410e8f,410f42,411000ed,411131,411579ff,411f110a,41210000,41247f5568b3,err,4130ff,413141c8,41335d,41347f7e7ffd,413c150e,413e1295,41423491,4143002f,41447ff2,err,414784,414928,414a51,414c31,414d0000,414e7e2b
2016-12-10 08:03:54,1,113.50207-E,22.97059-N,13.1m,1.1,0.6,0.9,4.600,0.000,2016-12-10,00:03:17,20,11,12,3,41030200,410465,410586,410682,41077b,410c0b44,410d06,410e8f,err,411000ea,411131,411579ff,411f110b,41210000,41247ff06971,412e2d,4130ff,413141c8,41335d,41347fdc8000,413c1507,413e1290,41423491,err,41447ff2,414500,414784,414928,414a51,414c31,err,414e7e2b
2016-12-10 08:03:55,1,113.50208-E,22.97060-N,12.7m,1.1,0.6,0.9,5.100,0.000,2016-12-10,00:03:18,20,11,12,3,41030200,410464,410586,410682,41077b,410c0b63,410d05,410e8d,410f42,411000cf,411130,err,411f110c,41210000,41247fb9692b,412e2b,4130ff,413141c8,41335d,41347fac7fff,413c1507,413e1290,4142347d,41430028,41447ff2,414500,414783,414928,414a51,414c30,414d0000,414e7e2b
2016-12-10 08:03:56,1,113.50208-E,22.97061-N,12.0m,1.2,0.6,1.0,5.200,0.000,2016-12-10,00:03:19,21,11,12,3,41030200,410460,410586,410681,41077b,err,410d04,410e9b,410f42,411000cc,411130,411579ff,411f110e,err,41247e5b6755,412e28,4130ff,413141c8,41335d,41347e5d7ff6,413c14fa,413e1287,41423456,4143002c,41447ff2,414500,414783,414928,414a51,414c30,414d0000,414e7e2b
2016-12-10 08:03:57,1,113.50209-E,22.97062-N,11.6m,1.3,0.7,1.1,4.700,0.000,2016-12-10,00:03:20,19,11,12,3,41030200,410462,410586,410680,41077b,410c09e0,410d04,410e9c,err,411000cc,411130,411579ff,411f110e,41210000,41247ed367ff,412e27,4130ff,413141c8,err,41347f4e7ffc,err,413e1282,41423456,4143002f,41447ff2,414500,414783,414928,err,414c30,err,414e7e2b
2016-12-10 08:03:58,1,113.50210-E,22.97063-N,10.2m,1.3,0.7,1.1,2.800,0.000,2016-12-10,00:03:21,19,11,12,3,41030200,410465,410586,410681,41077b,410c0a05,410d03,410e95,410f42,411000cf,411130,411579ff,411f110f,41210000,412481486b51,412e29,4130ff,413141c8,41335d,4134814d8008,413c14f3,err,41423456,4143002d,41447ff2,414500,err,414928,414a51,414c30,414d0000,414e7e2b
2016-12-10 08:03:59,1,113.50210-E,22.97064-N,9.3m,1.3,0.7,1.1,0.000,0.000,2016-12-10,00:03:22,19,11,12,3,41030200,41045d,410587,410683,41077b,410c0be6,410d03,410e84,410f42,411000b5,41112f,41157dff,411f1110,41210000,4124812c6b1f,412e2a,4130ff,413141c8,41335d,413481278007,413c14ed,413e127d,4142347d,41430022,err,414500,414782,414928,err,414c2f,414d0000,414e7e2c
2016-12-10 08:04:00,1,113.50210-E,22.97064-N,8.5m,1.3,0.7,1.1,0.000,0.000,2016-12-10,00:03:23,19,11,12,3,41030200,410458,410586,410683,41077b,410c0b63,410d03,410e8a,410f42,411000b6,err,41157dff,411f1111,41210000,41247f11683b,412e27,4130ff,err,41335d,41347f017ffa,413c14e6,err,4142347d,41430024,41447ff2,414500,414782,414928,err,414c2f,414d0000,414e7e2c
2016-12-10 08:04:01,1,113.50210-E,22.97064-N,7.7m,1.3,0.7,1.1,0.000,0.000,2016-12-10,00:03:24,19,11,12,3,41030200,410457,410587,410683,41077b,410c0b2e,410d00,410e90,410f42,411000b5,41112f,41157dff,411f1112,41210000,41247fe1697b,412e25,4130ff,413141c8,err,4134800d8000,413c14e0,413e1274,4142347d,err,41447ff2,414500,414782,414928,err,414c2f,414d0000,414e7e2c
2016-12-10 08:04:02,1,113.50210-E,22.97064-N,7.1m,1.3,0.7,1.1,0.000,0.000,2016-12-10,00:03:25,19,11,12,3,41030200,410456,410587,410683,41077b,410c0b12,410d00,410e92,410f42,411000af,41112f,41157dff,411f1113,41210000,41247ef86831,err,4130ff,413141c8,41335d,err,413c14d4,413e126b,41423469,41430023,err,414500,414782,414928,414a51,414c2f,414d0000,414e7e2c
