start_time:2016-12-07 11:59:57,device_id:00000001,cmd_cnt:32
_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-07 12:00:06,1,113.33877-E,23.16693-N,15.2m,3.2,1.1,3.0,1.900,0.000,2016-12-07,04:00:01,12,00,00,3,41030200,410470,410583,410678,410779,410c099b,410d00,410e9c,410f46,411000fa,411132,4115bbff,411f000b,41210000,41247b32625f,412e00,4130ff,41314182,41335d,err,413c04ba,413e03fa,414232f6,4143003f,41447ff2,414502,414785,414928,414a51,414c32,414d0000,414e7d66
2016-12-07 12:00:07,1,113.33880-E,23.16698-N,16.1m,3.2,1.1,3.0,0.000,0.000,2016-12-07,04:00:02,12,00,00,3,41030200,410473,410583,410678,410779,410c0ab7,410d00,410e89,410f46,err,411131,4115bbff,411f000c,41210000,err,412e00,4130ff,41314182,41335d,err,413c04d3,413e03fa,41423506,41430037,41447ff2,414501,414785,err,414a51,414c32,414d0000,414e7d66
2016-12-07 12:00:09,1,113.33879-E,23.16698-N,17.4m,2.5,1.1,2.3,0.000,0.000,2016-12-07,04:00:03,13,13,11,3,41030200,410472,410583,41067a,410779,410c097f,410d00,410e9c,410f46,41100103,411132,err,411f000d,41210000,4124822a6bfb,412e00,4130ff,41314182,41335d,err,413c04ea,err,41423540,41430039,41447ff2,414501,414785,414928,414a51,414c32,414d0000,414e7d66
2016-12-07 12:00:09,108,113.33879-E,23.16698-N,17.4m,2.5,1.1,2.3,1.600,0.000,2016-12-07,04:00:04,01,13,11,3,41030200,410474,410583,41067c,410779,410c096f,410d00,410e97,410f46,4110010f,411132,4115b7ff,411f000e,41210000,4124841e6e0d,412e00,4130ff,41314182,41335d,413484608016,413c04ea,413e03fa,41423456,41430042,41447ff2,414502,414786,414928,414a51,414c32,414d0000,414e7d66
2016-12-07 12:00:10,1,113.33879-E,23.16698-N,19.9m,2.5,1.1,2.3,0.000,0.000,2016-12-07,04:00:05,13,13,11,3,41030200,410479,err,41067e,err,410c09b1,410d00,410e90,410f46,41100104,411132,4115b7ff,err,41210000,4124825c6c41,412e00,4130ff,err,41335d,4134827d800d,413c0517,413e03fa,414234f2,4143003d,41447ff2,414501,414785,414928,414a51,414c32,414d0000,414e7d66
2016-12-07 12:00:12,1,113.33879-E,23.16698-N,19.9m,3.2,1.1,3.0,0.000,0.000,2016-12-07,04:00:06,12,13,11,3,41030200,41047a,410583,err,410779,410c0a41,410d00,err,410f46,41100106,411132,4115b7ff,411f0010,41210000,err,412e00,4130ff,41314182,41335d,err,413c052e,413e03fa,41423554,41430036,err,414501,414785,414928,414a51,414c32,414d0000,414e7d66
2016-12-07 12:00:13,1,113.33879-E,23.16698-N,25.7m,3.2,1.1,3.0,1.600,0.000,2016-12-07,04:00:07,12,13,11,3,41030200,err,410583,410681,410779,410c0a82,err,410e89,410f46,41100109,411132,4115b7ff,411f0011,41210000,412480536999,412e00,4130ff,41314182,41335d,413480518000,413c0545,413e03fa,41423540,41430037,err,414501,414785,414928,err,414c32,414d0000,414e7d66
2016-12-07 12:00:13,1,113.33879-E,23.16698-N,26.5m,2.5,1.1,2.3,1.600,0.000,2016-12-07,04:00:08,14,13,11,3,41030200,410472,410583,410682,410779,410c0ab7,410d00,410e89,410f46,41100109,411132,4115b7ff,411f0012,41210000,412481a76b5b,412e00,4130ff,41314182,41335d,err,413c0545,413e03fa,41423554,41430036,err,414501,414785,414928,414a51,err,414d0000,414e7d66
2016-12-07 12:00:15,1,113.33879-E,23.16698-N,29.0m,2.5,1.1,2.3,1.800,0.000,2016-12-07,04:00:09,14,13,11,3,41030200,err,410583,410683,410779,410c0a18,410d00,410e8c,410f46,411000df,411131,err,411f0013,41210000,41247f666827,err,4130ff,41314182,41335d,err,413c0572,413e03fb,4142352d,4143002f,41447ff2,414500,err,414928,414a51,414c31,414d0000,414e7d66
2016-12-07 12:00:16,1,113.33879-E,23.16698-N,31.4m,2.5,1.1,2.3,1.700,0.000,2016-12-07,04:00:10,14,13,11,3,41030200,41046a,410583,err,410779,410c097f,410d00,410e92,410f46,411000d9,411131,err,411f0014,41210000,41247ff9692b,412e00,err,41314182,41335d,413480087fff,413c0586,err,414234a4,4143003c,41447ff2,414501,err,414928,414a51,414c33,414d0000,414e7d66
2016-12-07 12:00:17,1,113.33879-E,23.16698-N,31.4m,2.5,1.1,2.3,0.000,0.000,2016-12-07,04:00:11,14,13,11,3,41030200,410474,410583,410683,410779,410c0959,410d00,410e9c,410f46,err,411132,4115b3ff,411f0015,41210000,412481c36b47,412e00,4130ff,err,41335d,41348258800d,413c059b,413e03fc,err,41430039,41447ff2,414501,414785,err,414a51,414c32,414d0000,414e7d66
