_time,G_STA,G_LON,G_LAT,G_ALT,G_pdop,G_hdop,G_vdop,G_SPD,G_DIR,G_DATE,G_TIME,SL_V,SL_GPS,SL_BD,G_MODE,_0103,_0104,_0105,_0106,_0107,_010c,_010d,_010e,_010f,_0110,_0111,_0115,_011f,_0121,_0124,_012e,_0130,_0131,_0133,_0134,_013c,_013e,_0142,_0143,_0144,_0145,_0147,_0149,_014a,_014c,_014d,_014e
2016-12-04 17:29:58,0,113.34056,23.14921,27.2,0.0,0.0,0.0,0.000,0.000,2016-12-04,09:30:14,00,12,11,1,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.99951171875-3.29992675781,0,255,16681,93,0.999572753906-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31962
2016-12-04 17:29:59,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:27,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.99951171875-3.29870605469,0,255,16681,93,0.999572753906-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31962
2016-12-04 17:30:00,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:28,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.99951171875-3.29870605469,0,255,16681,93,0.99951171875-0.0,105.1,36.1,11.933,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31962
2016-12-04 17:30:01,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:29,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.99951171875-3.29992675781,0,255,16681,93,0.999572753906-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31963
2016-12-04 17:30:02,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:30,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.999572753906-3.29870605469,0,255,16681,93,0.999572753906-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31963
2016-12-04 17:30:03,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:31,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.999450683594-3.29870605469,0,255,16681,93,0.99951171875-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31963
2016-12-04 17:30:04,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:32,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.99951171875-3.29748535156,0,255,16681,93,0.999450683594-0.0,105.1,36.1,11.933,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31963
2016-12-04 17:30:05,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:33,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.999450683594-3.29992675781,0,255,16681,93,0.999572753906-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31963
2016-12-04 17:30:06,1,113.34025,23.14906,-6.4,4.3,1.9,3.8,0.000,0.000,2016-12-04,09:30:34,08,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.999572753906-3.29870605469,0,255,16681,93,0.999572753906-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31963
2016-12-04 17:30:07,1,113.34025,23.14907,-6.8,3.7,1.5,3.4,0.000,0.000,2016-12-04,09:30:35,09,12,11,3,41030100,0.0,33,0.0,-0.78125,0.0,0,5.0,43,0.17,18.8235294118,411500ff,0,0,0.999450683594-3.29992675781,0,255,16681,93,0.999450683594-0.0,105.1,36.1,11.953,0.0,0,0.0,51.3725490196,15.6862745098,31.7647058824,16.0784313725,0,31963
